Marke Beschreibung;Artikelkategorie Beschreibung;Artikeltyp Beschreibung;Artikelnr.;Kred.- Artikelnr.;Farbsaison2;Beschreibung;Kreditorfarbcode;Kreditor Farbtext;Grösse;Lagerort Code;Filialendbestand;NOS Griffeinheit;Mindestbestellmenge;Aktueller Sollbestand;Datum erster Wareneingang;Letztes WE Datum;VK-Preis aktuell;September 2023;Absatz 1 Jahr;Absatz Schnitt Monat;Reichweite in Monaten;August 2023;Juli 2023;Juni 2023;Mai 2023;April 2023;März 2023;Februar 2023;Januar 2023;Dezember 2022;November 2022;Oktober 2022;September 2022
Hugo Boss;Duft Herren;Herrendüfte;ARTI10351310;99350140056;9999;Boss Bottled Parfum;FARBLOS;Bottled Parfum;50;101;5;0;0;3;25.08.22;25.08.22;102.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Hugo Boss;Duft Herren;Herrendüfte;ARTI10351311;99350140060;9999;Boss Bottled Parfum;FARBLOS;Bottled Parfum;100;101;4;0;0;3;25.08.22;25.08.22;132.9;0;2;0.166666667;24;0;1;0;0;0;0;0;0;1;0;0;0
Hugo Boss;Duft Herren;Herrendüfte;ARTI10351312;99350140061;9999;Boss Bottled Parfum;FARBLOS;Bottled Parfum;200;101;2;0;0;1;25.08.22;25.08.22;185;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Amouage;Duft Herren;Herrendüfte;ARTI10351741;AM41001;9999;Gold Man;FARBLOS;EdP;100;101;2;0;0;2;19.08.22;19.08.22;425;0;1;0.083333333;24;0;0;1;0;0;0;0;0;0;0;0;0
Creed;Duft Herren;Herrendüfte;ARTI10352677;1110031;9999;Erolfa EdP;FARBLOS;EdP;100;101;4;0;0;3;08.02.23;27.06.23;305;0;6;0.5;8;0;2;2;1;0;0;1;0;0;0;0;0
Creed;Duft Herren;Herrendüfte;ARTI10352678;1110032;9999;Green Irish Tweed EdP;FARBLOS;EdP;100;101;1;0;0;4;12.10.22;10.07.23;305;0;37;3.083333333;0.324324324;5;0;4;1;2;1;3;3;11;2;5;0
Creed;Duft Herren;Herrendüfte;ARTI10352679;1110041;9999;Original Santal   EdP;FARBLOS;EdP;100;101;3;0;0;3;31.10.22;14.08.23;305;0;12;1;3;0;2;1;0;0;2;2;1;2;2;0;0
Creed;Duft Herren;Herrendüfte;ARTI10352680;1110043;9999;Royal Oud EdP;FARBLOS;EdP;100;101;3;0;0;3;31.10.22;24.07.23;335;0;18;1.5;2;1;2;0;2;4;0;2;1;3;3;0;0
Creed;Duft Herren;Herrendüfte;ARTI10352681;1110038;9999;Tabarome Millesime EdP;FARBLOS;EdP;100;101;4;0;0;1;31.03.23;27.06.23;305;0;2;0.166666667;24;0;0;0;1;1;0;0;0;0;0;0;0
Creed;Duft Herren;Herrendüfte;ARTI10352682;1110062;9999;Virgin Island Water EdP;FARBLOS;EdP;100;101;8;0;0;4;31.10.22;10.07.23;305;0;30;2.5;3.2;1;2;2;2;5;1;4;2;8;3;0;0
Obvious;Duft Herren;Herrendüfte;ARTI10352714;51250005;9999;Un Bois EdP;FARBLOS;Farblos;100;101;2;0;0;0;08.09.22;21.09.22;74.95;0;8;0.666666667;3;3;0;1;1;0;0;0;0;2;0;0;1
Obvious;Duft Herren;Herrendüfte;ARTI10352715;51250012;9999;Un Musc EdP;FARBLOS;Farblos;100;101;7;0;0;0;21.09.22;15.12.22;74.95;0;3;0.25;28;2;0;0;0;0;1;0;0;0;0;0;0
Obvious;Duft Herren;Herrendüfte;ARTI10352750;51250067;9999;Un Poivre EdP;FARBLOS;Farblos;100;101;9;0;0;0;08.09.22;21.09.22;74.95;0;1;0.083333333;108;1;0;0;0;0;0;0;0;0;0;0;0
Amouage;Duft Herren;Herrendüfte;ARTI10352866;AM41056;9999;Opus XIII Silver Oud EdP;FARBLOS;EdP;100;101;2;0;0;2;14.10.22;14.10.22;549;0;2;0.166666667;12;0;0;1;0;0;0;0;0;1;0;0;0
Amouage;Duft Herren;Herrendüfte;ARTI10352868;AM41052;9999;Opus VII Reckless Leather EdP;FARBLOS;EdP;100;101;3;0;0;2;14.10.22;14.10.22;425;0;1;0.083333333;36;0;0;0;0;1;0;0;0;0;0;0;0
Amouage;Duft Herren;Herrendüfte;ARTI10352869;AM41051;9999;Opus V Woods Symphony EdP;FARBLOS;EdP;100;101;4;0;0;1;14.10.22;14.10.22;425;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Atkinsons;Duft Herren;Herrendüfte;ARTI10352883;3031510;9999;James EdP;FARBLOS;James EdP;100;101;11;0;0;3;30.09.22;30.05.23;189.9;0;8;0.666666667;16.5;0;0;0;0;0;0;0;0;2;3;3;0
Versace;Duft Herren;Herrendüfte;ARTI10352900;740211;9999;Eros Parfum;FARBLOS;Eros Parfum;200;101;1;0;0;3;30.09.22;03.08.23;185;0;12;1;1;2;1;0;1;0;0;0;1;3;2;2;0
Amouage;Duft Herren;Herrendüfte;ARTI10363653;AM41057;9999;Opus XIV Royal Tobacco EdP;FARBLOS;Farblos;100;101;3;0;0;3;22.12.22;24.07.23;425;0;5;0.416666667;7.2;0;3;2;0;0;0;0;0;0;0;0;0
Parfums de Marly;Duft Herren;Herrendüfte;ARTI10367862;PM0603;9999;Pegasus EdP;FARBLOS;Farblos;75;101;4;0;0;3;29.12.22;24.04.23;185;0;5;0.416666667;9.6;0;0;1;0;1;2;0;1;0;0;0;0
Parfums de Marly;Duft Herren;Herrendüfte;ARTI10367864;PM0703;9999;Herod EdP;FARBLOS;Farblos;75;101;3;0;0;3;29.12.22;10.08.23;185;0;3;0.25;12;1;0;0;0;0;0;0;2;0;0;0;0
Parfums de Marly;Duft Herren;Herrendüfte;ARTI10367866;PM0803;9999;Galloway EdP;FARBLOS;Farblos;75;101;3;0;0;2;29.12.22;29.12.22;185;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Parfums de Marly;Duft Herren;Herrendüfte;ARTI10367868;PM1603;9999;Layton EdP;FARBLOS;Farblos;75;101;7;0;0;6;29.12.22;16.06.23;185;0;16;1.333333333;5.25;2;0;2;3;2;3;2;2;0;0;0;0
Hugo Boss;Duft Herren;Herrendüfte;ARTI10371658;99350156426;9999;The Scent Magnetic For Him EdP;FARBLOS;Farblos;50;101;2;0;0;2;27.01.23;03.05.23;107.9;0;4;0.333333333;6;0;0;0;0;1;2;1;0;0;0;0;0
Hugo Boss;Duft Herren;Herrendüfte;ARTI10371659;99350154672;9999;The Scent Magnetic For Him EdP;FARBLOS;Farblos;100;101;3;0;0;3;27.01.23;27.01.23;139.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Maison Francis Kurkdjian;Duft Herren;Herrendüfte;ARTI10375573;MFK103140801;9999;Amyris Homme EdT;FARBLOS;Farblos;35;101;3;0;0;3;28.02.23;25.07.23;119.9;0;2;0.166666667;18;0;1;0;0;1;0;0;0;0;0;0;0
Maison Francis Kurkdjian;Duft Herren;Herrendüfte;ARTI10375575;MFK102080801;9999;Aqua Universalis forte EdP;FARBLOS;Farblos;35;101;3;0;0;2;28.02.23;17.05.23;135;0;1;0.083333333;36;0;0;0;0;1;0;0;0;0;0;0;0
Maison Francis Kurkdjian;Duft Herren;Herrendüfte;ARTI10375576;MFK1022708;9999;Aqua Celestia forte EdP;FARBLOS;Farblos;35;101;3;0;0;3;28.02.23;14.08.23;135;0;2;0.166666667;18;0;2;0;0;0;0;0;0;0;0;0;0
Maison Francis Kurkdjian;Duft Herren;Herrendüfte;ARTI10375581;MFK1023108;9999;l'Homme À la rose EdP;FARBLOS;Farblos;35;101;3;0;0;3;28.02.23;23.08.23;135;0;4;0.333333333;9;1;1;0;1;1;0;0;0;0;0;0;0
Maison Francis Kurkdjian;Duft Herren;Herrendüfte;ARTI10375582;MFK1023208;9999;Aqua Universalis Cologne forte EdP;FARBLOS;Farblos;35;101;3;0;0;2;28.02.23;23.08.23;125;0;1;0.083333333;36;1;0;0;0;0;0;0;0;0;0;0;0
Maison Francis Kurkdjian;Duft Herren;Herrendüfte;ARTI10375583;MFK1023308;9999;Aqua Vitae Cologne forte EdP;FARBLOS;Farblos;35;101;3;0;0;1;28.02.23;28.02.23;125;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Maison Francis Kurkdjian;Duft Herren;Herrendüfte;ARTI10375584;MFK1023408;9999;Aqua Celestia Cologne forte EdP;FARBLOS;Farblos;35;101;3;0;0;1;28.02.23;28.02.23;125;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Bulgari;Duft Herren;Herrendüfte;ARTI10377414;41946;9999;Bulgari Man Rain Essence EdP;FARBLOS;Farblos;100;101;13;0;0;3;01.03.23;01.03.23;162.9;0;5;0.416666667;31.2;1;1;0;2;0;1;0;0;0;0;0;0
Bulgari;Duft Herren;Herrendüfte;ARTI10377416;41948;9999;Bulgari Man Rain Essence EdP;FARBLOS;Farblos;60;101;9;0;0;4;01.03.23;01.03.23;125;0;9;0.75;12;1;0;1;1;2;4;0;0;0;0;0;0
Brunello Cucinelli;Duft Herren;Herrendüfte;ARTI10394895;403007;9999;Pour Homme EdP;FARBLOS;Farblos;30;101;17;0;0;12;15.07.23;15.07.23;105;0;7;0.583333333;29.14285714;2;5;0;0;0;0;0;0;0;0;0;0
Brunello Cucinelli;Duft Herren;Herrendüfte;ARTI10394896;403008;9999;Pour Homme EdP;FARBLOS;Farblos;50;101;17;0;0;12;15.07.23;15.07.23;155;0;7;0.583333333;29.14285714;5;2;0;0;0;0;0;0;0;0;0;0
Brunello Cucinelli;Duft Herren;Herrendüfte;ARTI10394897;403010;9999;Pour Homme EdP;FARBLOS;Farblos;100;101;14;0;0;12;15.07.23;15.07.23;205;0;10;0.833333333;16.8;5;5;0;0;0;0;0;0;0;0;0;0
Mancera;Duft Herren;Herrendüfte;ARTI10395251;MACOP12;9999;Cosmic Pepper EdP;FARBLOS;Farblos;120;101;6;0;6;4;16.08.23;16.08.23;169.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Hugo Boss;Duft Herren;Herrendüfte;ARTI10396008;99350181569;9999;BOSS Bottled Elixir EdT;FARBLOS;EdT;50;101;0;0;0;3;;;119.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Hugo Boss;Duft Herren;Herrendüfte;ARTI10396009;99350181568;9999;BOSS Bottled Elixir EdT;FARBLOS;EdT;100;101;0;0;0;3;;;159.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Creed;Duft Herren;One Shots;ARTI10397472;CREED18030M15;9999;Vial Set Male;FARBLOS;3 x EdP 10ml;SET;101;6;0;0;0;24.07.23;29.08.23;179.9;0;3;0.25;24;2;1;0;0;0;0;0;0;0;0;0;0
Amouage;Duft Herren;Herrendüfte;ARTI10397473;AM41058;9999;Opus XV King Blue EdP;FARBLOS;Farblos;100;101;8;0;0;0;29.08.23;29.08.23;549;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Stora Skuggan;Duft Herren;Düfte;ARTI10397600;FDM001;9999;Fantôme de Maules EdP;FARBLOS;Farblos;30;101;11;0;0;6;24.07.23;24.07.23;159.9;0;3;0.25;44;3;0;0;0;0;0;0;0;0;0;0;0
Stora Skuggan;Duft Herren;Düfte;ARTI10397601;MP001;9999;Mistpoffer EdP;FARBLOS;Farblos;30;101;13;0;0;6;24.07.23;24.07.23;159.9;0;1;0.083333333;156;1;0;0;0;0;0;0;0;0;0;0;0
Stora Skuggan;Duft Herren;Düfte;ARTI10397602;MM001;9999;Moonmilk EdP;FARBLOS;Farblos;30;101;14;0;0;6;24.07.23;24.07.23;159.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Stora Skuggan;Duft Herren;Düfte;ARTI10397603;SILPH001;9999;Silphium EdP;FARBLOS;Farblos;30;101;14;0;0;6;24.07.23;24.07.23;159.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Stora Skuggan;Duft Herren;Düfte;ARTI10397604;TS001;9999;Thumbsucker EdP;FARBLOS;Farblos;30;101;13;0;0;6;24.07.23;24.07.23;159.9;0;1;0.083333333;156;1;0;0;0;0;0;0;0;0;0;0;0
Stora Skuggan;Duft Herren;Düfte;ARTI10397605;AZ001;9999;Azalai EdP;FARBLOS;Farblos;30;101;12;0;0;6;24.07.23;24.07.23;159.9;0;2;0.166666667;72;0;2;0;0;0;0;0;0;0;0;0;0
Amouage;Duft Herren;Herrendüfte;ARTI10397903;AM92670;9999;Discovery Set Men EdP;FARBLOS;Farblos;SET;101;4;0;0;3;25.08.23;25.08.23;82.9;0;1;0.083333333;48;1;0;0;0;0;0;0;0;0;0;0;0
Maison Francis Kurkdjian;X-Mas Duft;Kerzen/Raumdüfte;ARTI10253556;2022226;9999;DUFTKERZEN;003;BACCARAT ROUGE 540;280;101;11;1;1;3;20.05.21;17.08.23;91.9;0;26;2.166666667;5.076923077;2;0;0;1;6;2;2;1;4;3;3;2
Kiehl's;Warengruppenverkauf;Dummy Artikel;ARTI10298721;DUMMY KIEHL'S;9999;Warengruppenverkauf;FARBLOS;FARBLOS;KEINEGRÖßE;101;0;0;0;0;22.07.21;17.08.22;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303760;S30474;9999;Centella Sensitive Facial Cleanser;FARBLOS;FARBLOS;250;101;1;1;0;4;20.01.22;22.08.23;51.9;0;9;0.75;1.333333333;2;1;0;2;1;3;0;0;0;0;0;0
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303762;S30379;9999;Centella Sensitive Cica Balm;FARBLOS;FARBLOS;50;101;4;1;0;2;19.08.21;25.03.22;68.9;0;6;0.5;8;1;0;0;0;0;1;1;0;0;1;0;2
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303763;S27158;9999;Powerful Strength Line-Reducing Concentrate;FARBLOS;FARBLOS;50;101;6;1;0;6;19.08.21;22.08.23;94.9;0;33;2.75;2.181818182;1;1;2;1;1;1;2;3;4;8;3;6
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303765;S27160;9999;Powerful Strength Line-Reducing Concentrate;FARBLOS;FARBLOS;75;101;8;1;0;8;19.08.21;29.08.23;122.9;0;43;3.583333333;2.23255814;1;2;8;4;0;8;4;3;2;3;5;3
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303768;S33548;9999;Powerful-Strength Dark Circle Reducing Vitamin C E;FARBLOS;FARBLOS;15;101;11;1;0;12;19.08.21;29.08.23;54.9;0;79;6.583333333;1.670886076;5;5;9;8;11;2;8;11;5;4;8;3
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303771;S15891;9999;Precision Lifting & Pore-Tightening Concentrate;FARBLOS;FARBLOS;50;101;24;1;0;2;17.09.21;14.02.23;97.9;0;7;0.583333333;41.14285714;2;1;0;1;0;1;0;0;1;0;0;1
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303772;S43629;9999;Hydro Replumping Re-Texturizing Serum Concentrate;FARBLOS;FARBLOS;50;101;6;1;0;6;19.08.21;25.07.23;84.9;0;53;4.416666667;1.358490566;0;2;3;8;6;6;10;11;4;2;0;1
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303786;S43630;9999;Hydro Replumping Re-Texturizing Serum Concentrate;FARBLOS;FARBLOS;75;101;7;1;0;12;19.08.21;29.08.23;94.9;0;113;9.416666667;0.743362832;10;14;22;13;5;10;4;13;5;4;5;8
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303787;S28264;9999;Clearly Corrective Daily Cleanser;FARBLOS;FARBLOS;150;101;10;1;0;10;19.08.21;22.08.23;37.9;0;51;4.25;2.352941176;1;1;7;4;4;0;5;7;9;2;7;4
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303789;S28285;9999;Clearly Corrective Treatment Water;FARBLOS;FARBLOS;200;101;6;1;0;6;19.08.21;05.07.23;57.9;0;12;1;6;0;0;2;1;0;2;0;0;4;1;2;0
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303792;S05482;9999;Clearly Correctiv Dark Spot Solution;FARBLOS;FARBLOS;30;101;5;1;0;6;19.08.21;22.08.23;77.9;0;21;1.75;2.857142857;2;0;3;1;2;3;2;0;1;0;3;4
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303793;S08558;9999;Clearly Correctiv Dark Spot Solution;FARBLOS;FARBLOS;50;101;6;1;0;6;19.08.21;25.07.23;99.9;0;28;2.333333333;2.571428571;0;2;3;5;0;3;7;0;3;3;1;1
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303795;S24210;9999;Clearly Corrective Brightening & Smoothing Moistur;FARBLOS;FARBLOS;50;101;6;1;0;6;19.08.21;22.08.23;72.9;0;17;1.416666667;4.235294118;1;0;2;3;1;1;4;1;1;2;1;0
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303798;F75696;9999;Daily Refining Milk Peel;FARBLOS;FARBLOS;200;101;6;1;0;6;19.08.21;22.08.23;77.9;0;18;1.5;4;1;0;5;0;0;1;1;3;2;1;3;1
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303809;S19468;9999;Breakout Control Blemish Treatment Facial Lotion;FARBLOS;FARBLOS;60;101;6;1;0;6;19.08.21;14.07.23;67.9;0;20;1.666666667;3.6;0;0;3;1;4;1;1;1;2;7;0;0
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303811;S17370;9999;Epidermal Re-Texturing Micro-Dermabrasion;FARBLOS;FARBLOS;75;101;4;1;0;4;19.08.21;14.02.23;77.9;0;10;0.833333333;4.8;2;0;0;0;0;0;0;3;2;2;0;1
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303816;S12431;9999;Ultra Facial Cleanser;FARBLOS;FARBLOS;150;101;12;1;0;16;19.08.21;29.08.23;29.9;0;147;12.25;0.979591837;11;12;13;16;9;9;8;13;20;13;10;13
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303817;S03165;9999;Ultra Facial Oil-Free Cleanser;FARBLOS;FARBLOS;150;101;5;1;0;6;19.08.21;25.07.23;29.9;0;28;2.333333333;2.142857143;1;4;1;2;2;4;2;5;2;1;2;2
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303820;S04961;9999;Ultra Facial Toner;FARBLOS;FARBLOS;75;101;6;1;0;6;19.08.21;12.05.23;17.9;0;19;1.583333333;3.789473684;0;0;0;0;2;3;3;1;4;3;1;2
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303821;S11931;9999;Ultra Facial Toner;FARBLOS;FARBLOS;250;101;5;1;0;6;19.08.21;26.05.23;29.9;0;49;4.083333333;1.224489796;3;4;1;2;4;8;7;7;3;5;2;3
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10303822;S03166;9999;Ultra Facial Oil-Free Toner;FARBLOS;FARBLOS;250;101;8;1;0;2;17.09.21;20.10.22;29.9;0;12;1;8;1;2;0;1;2;0;1;2;2;0;1;0
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303827;S03167;9999;Ultra Facial Oil-Free Lotion;FARBLOS;FARBLOS;125;101;6;1;0;6;19.08.21;26.05.23;41.9;0;16;1.333333333;4.5;1;0;1;0;3;1;1;0;4;0;4;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303828;S44166;9999;Ultra Facial Oil-Free Gel Cream;FARBLOS;FARBLOS;28;101;6;1;0;6;19.08.21;10.08.23;22.9;0;11;0.916666667;6.545454545;0;1;1;0;0;0;0;0;5;1;1;2
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303829;S44165;9999;Ultra Facial Oil-Free Gel Cream;FARBLOS;FARBLOS;50;101;8;1;0;8;19.08.21;29.08.23;41.9;0;40;3.333333333;2.4;1;6;2;2;1;4;2;4;5;4;4;5
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303831;S44164;9999;Ultra Facial Oil-Free Gel Cream;FARBLOS;FARBLOS;125;101;6;1;0;6;19.08.21;29.08.23;82.9;0;19;1.583333333;3.789473684;1;2;1;2;0;2;1;1;1;3;3;2
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303896;S08509;9999;Ultra Facial Cream;FARBLOS;FARBLOS;50;101;27;1;0;30;19.08.21;29.08.23;43.9;0;245;20.41666667;1.32244898;17;13;23;17;21;28;26;12;34;18;14;22
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303897;S15391;9999;Ultra Facial Cream;FARBLOS;FARBLOS;28;101;10;1;0;10;19.08.21;22.08.23;24.9;0;58;4.833333333;2.068965517;3;1;1;1;4;4;6;7;21;6;4;0
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303898;S06661;9999;Ultra Facial Cream;FARBLOS;FARBLOS;125;101;17;1;0;18;19.08.21;10.08.23;84.9;0;124;10.33333333;1.64516129;1;6;7;11;11;9;15;16;10;9;18;11
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303899;S22741;9999;Ultra Facial Cream SPF 30;FARBLOS;FARBLOS;50;101;8;1;0;10;19.08.21;29.08.23;42.9;0;66;5.5;1.454545455;5;4;7;7;10;9;5;0;10;2;7;0
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303900;S22743;9999;Ultra Facial Cream SPF 30;FARBLOS;FARBLOS;125;101;5;1;0;6;19.08.21;29.08.23;84.9;0;38;3.166666667;1.578947368;3;5;3;2;5;1;1;6;7;2;0;3
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303928;S10922;9999;Ultra Facial Moisturizer;FARBLOS;FARBLOS;75;101;2;1;0;2;19.08.21;15.11.22;31.9;0;11;0.916666667;2.181818182;1;0;0;1;0;1;2;0;2;2;1;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303929;S10912;9999;Ultra Facial Moisturizer;FARBLOS;FARBLOS;125;101;6;1;0;6;19.08.21;27.06.23;41.9;0;28;2.333333333;2.571428571;0;0;2;3;2;5;4;2;6;2;1;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303931;S10921;9999;Ultra Facial Moisturizer;FARBLOS;FARBLOS;250;101;3;1;0;3;17.09.21;15.08.23;59.9;0;7;0.583333333;5.142857143;2;1;1;1;1;1;0;0;0;0;0;0
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303932;S10639;9999;Ultra Facial Skin Rescuer;FARBLOS;FARBLOS;75;101;0;1;0;6;19.08.21;10.11.22;58.9;0;20;1.666666667;0;0;0;0;0;0;0;0;2;10;1;6;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303943;S18678;9999;Midnight Recovery Concentrate;FARBLOS;FARBLOS;15;101;2;1;0;6;19.08.21;25.07.23;32.9;0;30;2.5;0.8;4;1;3;3;1;1;3;1;13;0;0;0
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303944;S00623;9999;Midnight Recovery Concentrate;FARBLOS;FARBLOS;30;101;9;1;0;10;19.08.21;15.08.23;59.9;0;43;3.583333333;2.511627907;2;3;1;2;2;5;4;2;9;6;5;2
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303945;S06742;9999;Midnight Recovery Concentrate;FARBLOS;FARBLOS;50;101;8;1;0;8;19.08.21;15.08.23;81.9;0;31;2.583333333;3.096774194;1;5;5;0;2;6;3;0;0;0;5;4
Kiehl's;Gesichtspflege Damen;Augenpflege;ARTI10303946;S03823;9999;Midnight Recovery Eye;FARBLOS;FARBLOS;15;101;6;1;0;6;19.08.21;10.08.23;46.9;0;41;3.416666667;1.756097561;0;3;4;3;3;5;5;3;10;2;1;2
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10303947;S23876;9999;Midnight Recovery Botanical Cleansing Oil;FARBLOS;FARBLOS;175;101;5;1;0;6;19.08.21;15.08.23;43.9;0;38;3.166666667;1.578947368;4;6;1;3;2;2;5;0;9;1;3;2
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10304035;S13882;9999;Calendula Deep Cleansing Foaming Face Wash;FARBLOS;FARBLOS;230;101;12;1;0;16;17.09.21;29.08.23;44.9;0;158;13.16666667;0.911392405;12;16;11;16;13;15;10;18;12;10;16;9
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10304036;S09263;9999;Calendula Herbal Extract Toner;FARBLOS;FARBLOS;250;101;16;1;0;16;19.08.21;29.08.23;55.9;0;92;7.666666667;2.086956522;8;11;12;8;5;8;9;7;0;4;11;9
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304037;S32279;9999;Calendula Serum Infused Water Cream;FARBLOS;FARBLOS;28;101;6;1;0;6;19.08.21;05.05.23;41.9;0;18;1.5;4;0;0;0;0;2;1;6;1;4;2;2;0
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304038;S31983;9999;Calendula Serum Infused Water Cream;FARBLOS;FARBLOS;50;101;6;1;0;6;19.08.21;29.08.23;63.9;0;49;4.083333333;1.469387755;2;3;5;6;7;1;7;3;5;5;4;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304039;S31985;9999;Calendula Serum Infused Water Cream;FARBLOS;FARBLOS;100;101;6;1;0;6;19.08.21;22.08.23;122.9;0;24;2;3;1;6;2;3;0;4;4;0;0;1;2;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304040;S37870;9999;Calendula Petal-Infused Skin-Calming Mask;FARBLOS;FARBLOS;28;101;3;1;0;4;19.08.21;07.08.23;23.9;0;24;2;1.5;1;3;3;2;3;0;3;2;3;0;1;3
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304042;S37868;9999;Calendula Petal-Infused Skin-Calming Mask;FARBLOS;FARBLOS;100;101;6;1;0;6;19.08.21;22.08.23;56.9;0;24;2;3;1;0;2;2;2;2;4;4;2;1;3;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304080;S32679;9999;Cannabis Sativa Seed Oil Herbal Concentrate;FARBLOS;FARBLOS;30;101;5;1;0;6;19.08.21;15.11.22;61.9;0;14;1.166666667;4.285714286;0;1;0;0;2;1;2;0;1;2;4;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304085;S36027;9999;Vital Skin-Strengthening Super Serum;FARBLOS;FARBLOS;30;101;21;1;0;2;19.08.21;15.11.22;69.9;0;6;0.5;42;0;0;0;0;0;1;0;1;2;0;1;1
Kiehl's;Gesichtspflege Damen;Damen Gesichtspflege;ARTI10304086;S36026;9999;Vital Skin-Strengthening Super Serum;FARBLOS;FARBLOS;50;101;2;1;0;2;19.08.21;12.01.23;97.9;0;17;1.416666667;1.411764706;2;3;1;2;1;3;0;1;2;2;0;0
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10304128;S12427;9999;Rare Earth Deep Pore Daily Cleanser;FARBLOS;FARBLOS;150;101;4;1;0;6;19.08.21;29.08.23;31.9;0;48;4;1;5;5;3;0;0;0;0;4;7;12;5;7
Kiehl's;Gesichtspflege Damen;Reinigung Gesicht;ARTI10304129;L66907;9999;Rare Earth Pore Refining Toner;FARBLOS;FARBLOS;250;101;6;1;0;6;19.08.21;22.08.23;36.9;0;22;1.833333333;3.272727273;1;1;2;0;3;0;3;4;3;1;3;1
