Marke Beschreibung;Artikelkategorie Beschreibung;Artikeltyp Beschreibung;Artikelnr.;Kred.- Artikelnr.;Farbsaison2;Beschreibung;Kreditorfarbcode;Kreditor Farbtext;Grösse;Lagerort Code;Filialendbestand;NOS Griffeinheit;Mindestbestellmenge;Aktueller Sollbestand;Datum erster Wareneingang;Letztes WE Datum;VK-Preis aktuell;September 2023;Absatz 1 Jahr;Absatz Schnitt Monat;Reichweite in Monaten;August 2023;Juli 2023;Juni 2023;Mai 2023;April 2023;März 2023;Februar 2023;Januar 2023;Dezember 2022;November 2022;Oktober 2022;September 2022
Jo Malone London;Duft Damen;Düfte;ARTI10371399;LHN9010000;9999;Waterlily Cologne;FARBLOS;Farblos;100;101;11;3;3;0;28.02.23;28.02.23;149.9;0;2;0.166666667;66;0;1;0;1;0;0;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10371400;LHN7010000;9999;Osmanthus Blossom Cologne;FARBLOS;Farblos;50;101;14;0;0;0;28.02.23;28.02.23;102.9;0;10;0.833333333;16.8;0;0;0;0;8;2;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10371401;LHN8010000;9999;Osmanthus Blossom Cologne;FARBLOS;Farblos;100;101;9;3;3;0;28.02.23;28.02.23;149.9;0;11;0.916666667;9.818181818;1;1;1;0;2;6;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10371402;LHN3010000;9999;Star Magnolia Cologne;FARBLOS;Farblos;50;101;19;0;0;0;28.02.23;28.02.23;102.9;0;14;1.166666667;16.28571429;0;1;1;3;3;6;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10371403;LHN4010000;9999;Star Magnolia Cologne;FARBLOS;Farblos;100;101;21;3;3;0;28.02.23;28.02.23;149.9;0;4;0.333333333;63;1;0;1;1;0;1;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10371405;LHNA010000;9999;Travel Cologne Trio;OSMANTHUS MAGNOLIA NASHI;Osmanthus Magnolia Nashi;SET;101;1;9;9;0;28.02.23;28.02.23;67.9;0;6;0.5;2;0;0;1;1;0;4;0;0;0;0;0;0
Jo Malone London;Duft Damen;Kerzen/Raumdüfte;ARTI10371408;LHNE010000;9999;Silk Blossom Diffuser;FARBLOS;Farblos;165;101;3;3;3;0;28.02.23;28.02.23;99.9;0;9;0.75;4;0;3;1;3;0;2;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10376944;LHP1010000;9999;Melancholy Thistle Cologne;FARBLOS;Farblos;30;101;27;3;3;0;14.04.23;14.04.23;79.9;0;24;2;13.5;3;2;6;13;0;0;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10376954;LHNW010000;9999;Wild Achillea Cologne;FARBLOS;Farblos;30;101;21;0;0;0;14.04.23;14.04.23;79.9;0;49;4.083333333;5.142857143;9;9;16;15;0;0;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10376955;LHP0010000;9999;Highland Heather Cologne;FARBLOS;Farblos;30;101;2;0;0;0;14.04.23;14.04.23;79.9;0;52;4.333333333;0.461538462;7;11;21;13;0;0;0;0;0;0;0;0
Jo Malone London;Duft Damen;Düfte;ARTI10376958;LHNY010000;9999;Mallow on the Moor Cologne;FARBLOS;Farblos;30;101;-1;0;0;0;14.04.23;14.04.23;79.9;0;37;3.083333333;-0.324324324;9;7;12;9;0;0;0;0;0;0;0;0
Jo Malone London;Duft Damen;Kerzen/Raumdüfte;ARTI10383104;L969010000;9999;Deluxe Candle Peony Blush Suede;FARBLOS;Farblos;600;101;3;1;0;3;11.05.23;11.05.23;232.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Jo Malone London;Duft Herren;Herrendüfte;ARTI10335525;LH5C010000;9999;Men's Cologne Collection Spring 22;FARBLOS;Farblos;SET;101;5;3;0;3;14.07.22;29.07.23;127.9;0;12;1;5;0;1;2;0;1;2;0;1;3;0;2;0
Jo Malone London;Aktion Duft;Kerzen/Raumdüfte;ARTI10399383;LJCN010000;9999;English Pear & Freesia Home Candle with Lid;WEISS;Weiss;200;101;21;0;0;0;25.08.23;25.08.23;84.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Jo Malone London;Aktion Duft;Kerzen/Raumdüfte;ARTI10399385;LJCM010000;9999;Home Collection;FARBLOS;Farblos;SET;101;12;0;0;0;25.08.23;25.08.23;86.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Warengruppenverkauf;Dummy Artikel;ARTI10298674;DUMMY ACQUA DI PARMA;9999;Warengruppenverkauf;FARBLOS;FARBLOS;KEINEGRÖßE;101;0;0;0;0;09.07.21;09.07.21;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Körperpflege;ARTI10305405;81094;9999;Signature Yuzu Body Cream;FARBLOS;FARBLOS;150;101;7;1;0;3;30.05.22;22.05.23;97.9;0;6;0.5;14;0;0;0;0;2;1;1;0;1;0;0;1
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10305406;081097;9999;Signature Yuzu Body Wash;FARBLOS;FARBLOS;200;101;8;1;0;4;17.09.21;03.04.23;62.9;0;16;1.333333333;6;0;0;1;0;1;2;2;0;6;0;2;2
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10305407;081096;9999;Signature Oud Body Wash;FARBLOS;FARBLOS;200;101;0;1;0;6;17.09.21;25.11.22;62.9;0;9;0.75;0;0;0;0;0;0;0;0;0;6;1;2;0
Acqua di Parma;Körperpflege Damen;Körperpflege;ARTI10305408;081095;9999;Signature Osmanthus Body Cream;FARBLOS;FARBLOS;150;101;6;1;0;4;17.09.21;12.06.23;97.9;0;11;0.916666667;6.545454545;0;0;0;1;2;0;4;0;2;2;0;0
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10305411;81098;9999;Signature Osmanthus Body Wash;FARBLOS;FARBLOS;200;101;8;1;0;3;17.09.21;10.03.23;62.9;0;6;0.5;16;0;0;0;0;2;1;1;0;1;1;0;0
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10377929;ADP081343;9999;Sig. Hand & Body Wash Magnolia;FARBLOS;Farblos;300;101;9;0;0;6;17.08.23;17.08.23;67.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Feuchtigkeitspflege;ARTI10377930;ADP081344;9999;Sig. Body Cream Magnolia;FARBLOS;Farblos;150;101;9;0;0;6;17.08.23;17.08.23;102.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10377931;ADP081357;9999;Yuzu Hand & Body Wash;FARBLOS;Farblos;300;101;9;0;0;6;17.08.23;17.08.23;67.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10377932;ADP081358;9999;Osmanthus Hand & Body Wash;FARBLOS;Farblos;300;101;9;0;0;6;17.08.23;17.08.23;67.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10377933;ADP081359;9999;Oud Hand & Body Wash;FARBLOS;Farblos;300;101;0;0;0;6;;;67.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10377951;ADP062427;9999;Arancia Hand and Body Wash;FARBLOS;Farblos;300;101;4;0;0;4;15.06.23;17.08.23;55.9;0;7;0.583333333;6.857142857;2;3;2;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Feuchtigkeitspflege;ARTI10377952;ADP081390;9999;BM Arancia Hand & Body Lotion;FARBLOS;Farblos;300;101;9;0;0;6;12.05.23;12.05.23;65.9;0;6;0.5;18;1;2;3;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Reinigung Körper;ARTI10377954;ADP081313;9999;Mirto Hand & Body Wash;FARBLOS;Farblos;300;101;7;0;0;3;12.05.23;12.05.23;55;0;8;0.666666667;10.5;4;2;2;0;0;0;0;0;0;0;0;0
Acqua di Parma;Körperpflege Damen;Feuchtigkeitspflege;ARTI10377955;ADP081315;9999;Mirto Hand & Body Lotion;FARBLOS;Farblos;300;101;10;0;0;3;12.05.23;12.05.23;65;0;5;0.416666667;24;3;1;1;0;0;0;0;0;0;0;0;0
Acqua di Parma;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10236241;ADP052043;9999;COLL.BARBIERE MULTI ACTION FACE CREAM;015;TRANP;50;101;6;1;1;6;18.02.21;03.08.23;115;0;25;2.083333333;2.88;0;1;1;1;0;3;3;2;5;3;3;3
Acqua di Parma;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10238313;52038;9999;COLL.BARBIERE DAILY FACE WASH;016;TRANP;100;101;6;1;1;5;18.02.21;29.08.23;39.9;0;17;1.416666667;4.235294118;2;3;0;3;1;1;2;1;3;0;0;1
Acqua di Parma;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10254095;52005;9999;COLLEZIONE BARBIERE;005;SHAVING CREAM JAR;125;101;0;1;1;6;09.03.21;17.08.23;87.9;0;59;4.916666667;0;6;4;6;3;2;6;0;4;11;4;3;10
Acqua di Parma;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10254119;52004;9999;COLLEZIONE BARBIERE;004;AFTER SHAVE LOTION;100;101;5;1;1;6;25.03.21;03.08.23;94.9;0;25;2.083333333;2.4;1;1;3;2;3;2;0;2;2;4;1;4
Acqua di Parma;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10254122;52002;9999;COLLEZIONE BARBIERE;002;BEARD SERUM;30;101;4;1;1;6;25.03.21;27.06.23;64.9;0;37;3.083333333;1.297297297;2;0;2;3;5;2;2;0;12;5;1;3
Acqua di Parma;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10254128;52007;9999;COLLEZIONE BARBIERE;007;FACE CREAM TUBE;50;101;4;1;1;6;25.03.21;29.08.23;87.9;0;26;2.166666667;1.846153846;3;3;1;1;2;3;2;3;3;2;1;2
Acqua di Parma;Gesichtspflege Herren;Herren-Rasurpflege;ARTI10254442;52014;9999;COLLEZIONE BARBIERE;014;SHAVING GEL;150;101;3;1;1;6;23.02.21;29.08.23;52.9;0;31;2.583333333;1.161290323;3;5;0;2;3;1;3;3;5;2;3;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236246;ADP062068;9999;OH, L'AMORE CANDLE 200 gr.;003;OH! L'AMORE;200;101;9;1;0;5;23.02.21;29.08.23;82.9;0;29;2.416666667;3.724137931;2;1;0;0;2;4;2;2;7;3;2;4
Acqua di Parma;Duft Damen;Düfte;ARTI10236257;81032;9999;SAKURA;003;EDP VAPO;180;101;10;0;0;3;13.04.21;10.03.23;319.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236258;62100;9999;CANDLE ACCESSOIRES;001;BLACK CANDLE LID;KEINEGRÖßE;101;7;3;3;3;22.07.22;19.01.23;34.9;0;4;0.333333333;21;0;0;0;0;1;0;0;1;1;1;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236259;ADP062057;9999;LUCE DI COLONIA ROOM DIFFUSER;001;LUCE DI COLONIA;180;101;-1;1;1;6;25.03.21;17.08.23;94.9;0;60;5;-0.2;6;3;4;2;1;4;6;0;16;6;4;8
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236260;ADP062065;9999;DIFFUSER LUCE DI COLONIA ROOM DIFFUSER 500ml;001;LUCE DI COLONIA;500;101;10;1;1;4;23.02.21;09.03.23;179.9;0;12;1;10;0;0;0;0;0;0;0;5;1;5;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10236272;ADP047053;9999;MAGNOLIA NOBILE;018;HAND CREAM;30;101;6;1;1;4;05.05.21;29.08.23;42.9;0;17;1.416666667;4.235294118;1;0;2;0;0;2;1;1;2;3;4;1
Acqua di Parma;Duft Damen;Düfte;ARTI10236274;81002;9999;OSMANTHUS;003;EDP VAPO;180;101;6;0;0;3;10.05.21;10.03.23;319.9;0;4;0.333333333;18;0;0;0;1;0;1;0;0;0;1;1;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236276;ADP062071;9999;LUCE DI COLONIA CANDLE 500 gr.;001;LUCE DI COLONIA;500;101;5;1;1;0;30.07.21;09.03.23;179.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236277;ADP062242;9999;CAR DIFFUSER CASE;002;BROWN/CAMMELLO LEATHER;KEINEGRÖßE;101;32;1;1;0;09.07.21;10.03.23;129.9;0;31;2.583333333;12.38709677;1;1;1;0;5;1;3;4;5;3;5;2
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236278;62216;9999;SMART HOME DEVICE;001;DEVICE;KEINEGRÖßE;101;4;1;1;4;25.08.21;22.05.23;499.9;0;9;0.75;5.333333333;3;0;0;2;0;0;2;2;0;-1;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10236286;29002;9999;NOTE DI COLONIA;002;II EDC;150;101;2;1;1;2;23.02.21;09.03.23;529;0;6;0.5;4;2;0;0;0;0;0;0;0;2;1;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10236303;ADP049045;9999;ROSA NOBILE;013;HAND CREAM;30;101;5;1;1;3;05.05.21;18.11.22;42.9;0;6;0.5;10;1;1;0;0;0;0;0;0;1;0;2;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236307;62224;9999;SMART DIFFUSER REFILLS;003;LA CASA SUL LAGO;KEINEGRÖßE;101;4;1;1;3;09.07.21;09.03.23;49.9;0;6;0.5;8;1;0;0;1;1;0;0;1;0;0;1;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236308;62219;9999;LEATHER COVER SMART DIFF.;003;YELLOW;KEINEGRÖßE;101;6;1;1;2;09.07.21;02.02.23;189.9;0;2;0.166666667;36;0;0;0;0;0;0;0;2;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236320;62215;9999;DIFFUSERS REFILL;001;LUCE DI COLONIA;500;101;4;1;1;4;09.03.21;05.04.23;119.9;0;17;1.416666667;2.823529412;4;1;1;2;0;0;0;3;1;1;3;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10236333;62230;9999;BM SMART DIFFUSER REFILL;003;BM MIRTO;KEINEGRÖßE;101;5;1;1;6;22.05.21;29.08.23;49.9;0;24;2;2.5;2;3;2;0;2;1;4;3;1;3;3;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238314;62222;9999;SMART HOME DIFFUSER REFILL;001;LUCE DI COLONIA;KEINEGRÖßE;101;0;1;1;6;09.07.21;25.07.23;49.9;0;66;5.5;0;6;2;6;3;6;2;6;10;9;6;9;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238316;ADP062243;9999;CAR DIFFUSER CASE;003;DARK GREY LEATHER;KEINEGRÖßE;101;18;1;1;0;09.07.21;10.03.23;129.9;0;34;2.833333333;6.352941176;3;1;3;1;3;1;4;5;5;2;4;2
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238317;62233;9999;SMART HOME DIFFUSER REFILLS;005;APERITIVO IN TERRAZZA;KEINEGRÖßE;101;6;1;1;3;09.07.21;29.08.23;49.9;0;8;0.666666667;9;1;2;1;1;0;1;0;1;1;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238318;62229;9999;BM SMART DIFFUSER REFILL;002;BM FICO;KEINEGRÖßE;101;2;1;1;6;09.07.21;03.04.23;49.9;0;29;2.416666667;0.827586207;4;0;1;2;4;2;4;1;4;2;5;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238319;62223;9999;SMART HOME DIFFUSER REFILL;002;BUONGIORNO;KEINEGRÖßE;101;0;1;1;6;09.07.21;25.07.23;49.9;0;49;4.083333333;0;6;4;4;7;5;1;4;4;4;3;3;4
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238320;62227;9999;SMART HOME DIFFUSER REFILL;001;BM ARANCIA;KEINEGRÖßE;101;3;1;1;6;09.07.21;17.07.23;49.9;0;36;3;1;3;1;2;1;2;3;6;5;3;1;8;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238321;62220;9999;LEATHER COVER SMART DIFF.;004;BURGUNDY/GARNET;KEINEGRÖßE;101;5;1;1;2;09.07.21;13.05.22;189.9;0;1;0.083333333;60;1;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238324;62221;9999;LEATHER COVER SMART DIFF.;005;BLUE/ALCHEMY;KEINEGRÖßE;101;6;1;1;2;09.07.21;25.11.22;189.9;0;1;0.083333333;72;1;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238326;62218;9999;LEATHER COVER SMART DIFF.;002;GREY/MAGGESE;KEINEGRÖßE;101;6;1;1;2;09.07.21;29.08.23;189.9;0;2;0.166666667;36;1;0;0;1;0;0;0;0;0;-1;1;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238517;ADP062060;9999;BUONGIORNO ROOM DIFFUSER;004;BUONGIORNO;180;101;1;1;1;6;25.03.21;17.08.23;94.9;0;39;3.25;0.307692308;4;3;6;2;5;5;6;1;5;0;0;2
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238642;ADP062241;9999;CAR DIFFUSER CASE;001;YELLOW LEATHER;KEINEGRÖßE;101;18;1;1;0;09.07.21;09.03.23;129.9;0;25;2.083333333;8.64;3;3;1;1;2;1;2;2;2;3;4;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10238643;62225;9999;SMART HOME DIFFUSER REFILL;004;OH L'AMORE;KEINEGRÖßE;101;8;1;1;3;09.07.21;09.03.23;49.9;0;15;1.25;6.4;3;0;0;0;1;0;1;3;2;4;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10239065;47001;9999;MAGNOLIA NOBILE;004;EDP VAPO;50;101;2;1;1;3;09.03.21;10.03.23;167.9;0;18;1.5;1.333333333;2;0;1;1;2;0;3;1;4;1;3;0
Acqua di Parma;Duft Damen;Düfte;ARTI10239152;47002;9999;MAGNOLIA NOBILE;002;EDP VAPO;100;101;4;1;1;6;23.02.21;21.04.23;225;0;29;2.416666667;1.655172414;3;1;2;1;2;2;1;2;8;3;2;2
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10239197;419;9999;CANDLES;037;CUBE COLONIA/YELLOW;1000;101;3;1;1;6;23.02.21;30.05.23;127.9;0;18;1.5;2;3;0;0;0;1;1;1;0;6;4;0;2
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10242055;421;9999;CANDLES;039;CUBE AMBER/BLACK;1000;101;8;1;1;6;23.02.21;21.04.23;127.9;0;33;2.75;2.909090909;2;0;0;0;3;0;4;1;12;3;8;0
Acqua di Parma;Duft Damen;Düfte;ARTI10242252;49020;9999;ROSA NOBILE;003;BODY CREAM;150;101;0;1;1;2;21.04.21;13.05.22;97.9;0;2;0.166666667;0;0;0;0;1;1;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Düfte;ARTI10243394;49002;9999;ROSA NOBILE;002;EDP VAPO;100;101;2;1;1;3;13.04.21;09.03.23;225;0;18;1.5;1.333333333;2;1;1;1;1;0;1;1;6;1;2;1
Acqua di Parma;Duft Damen;Düfte;ARTI10246308;40002;9999;PEONIA;002;EDP;100;101;1;1;1;4;25.03.21;17.07.23;225;0;19;1.583333333;0.631578947;2;0;2;2;2;4;2;0;2;3;0;0
Acqua di Parma;Duft Damen;Düfte;ARTI10246317;40020;9999;PEONIA;003;BODY CREAM;150;101;0;1;1;2;25.03.21;01.02.22;97.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10254097;62106;9999;CANDLE ACCESSOIRES;007;ADP MATCHES;KEINEGRÖßE;101;14;3;12;3;09.03.21;25.01.22;27.9;0;2;0.166666667;84;0;1;0;0;0;0;0;0;0;1;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10254118;62105;9999;CANDLE ACCESSOIRES;006;CANDLE SNUFFER;KEINEGRÖßE;101;4;3;3;3;10.05.21;22.02.23;39.9;0;1;0.083333333;48;0;0;0;0;0;1;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10254121;62102;9999;CANDLE ACCESSOIRES;003;BLACK CANDLE BASE;KEINEGRÖßE;101;4;3;3;3;23.08.21;25.11.22;34.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10254139;ADP062066;9999;LUCE DI COLONIA CANDLE 200Gr;001;LUCE DI COLONIA;200;101;5;1;1;6;23.02.21;03.08.23;82.9;0;40;3.333333333;1.5;1;2;0;3;2;4;2;5;14;2;3;2
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10254157;ADP062059;9999;OH! L'AMORE ROOM DIFFUSER;003;OH!L'AMORE;180;101;7;1;1;3;25.03.21;09.03.23;94.9;0;14;1.166666667;6;2;0;0;0;1;1;0;0;5;2;2;1
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10254449;ADP062069;9999;BUONGIORNO CANDLE 200 GR.;004;BUONGIORNO;200;101;4;1;0;6;13.04.21;17.08.23;82.9;0;39;3.25;1.230769231;2;4;1;4;2;5;6;5;5;2;1;2
Acqua di Parma;Duft Damen;Düfte;ARTI10256464;81001;9999;OSMANTHUS;002;EDP VAPO;100;101;5;0;0;4;30.07.21;10.03.23;249.9;0;11;0.916666667;5.454545455;1;0;1;0;2;1;3;0;0;2;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10256507;81012;9999;YUZU;003;EDP VAPO;180;101;5;1;1;2;13.04.21;09.03.23;319.9;0;4;0.333333333;15;0;0;1;0;1;1;0;0;0;0;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10256515;81031;9999;SAKURA;002;EDP VAPO;100;101;5;0;0;2;25.03.21;27.06.23;249.9;0;12;1;5;0;0;2;1;1;2;0;1;1;2;2;0
Acqua di Parma;Duft Damen;Düfte;ARTI10256694;81011;9999;YUZU;002;EDP VAPO;100;101;2;1;1;6;13.04.21;29.08.23;249.9;0;38;3.166666667;0.631578947;4;5;4;0;1;7;2;0;7;1;2;5
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10259272;ADP062061;9999;APERITIVO IN TERRAZZA ROOM DIFF.;006;APERITIVO IN TERRAZZA;180;101;7;1;1;3;23.02.21;09.03.23;94.9;0;4;0.333333333;21;1;0;1;0;0;0;0;0;2;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10259295;ADP062070;9999;APERITIVO IN TERRAZZA CANDLE 200 gr.;006;APERITIVO IN TERRAZZA;200;101;4;1;0;3;23.08.21;09.03.23;82.9;0;7;0.583333333;6.857142857;2;0;1;0;0;1;1;1;1;0;0;0
Acqua di Parma;Duft Damen;Kerzen/Raumdüfte;ARTI10259296;62602;9999;ACCESSOIRES;002;REEDS FOR DIFF.500ML;KEINEGRÖßE;101;6;1;1;4;23.02.21;25.07.23;16.9;0;12;1;6;0;0;1;2;0;0;2;1;0;4;2;0
Acqua di Parma;Duft Damen;Düfte;ARTI10259305;29008;9999;NOTE DI COLONIA;005;V EDC;150;101;2;1;1;2;27.07.21;03.08.23;529;0;8;0.666666667;3;0;3;0;2;1;0;1;0;0;0;0;1
Acqua di Parma;Duft Damen;Düfte;ARTI10263851;47020;9999;MAGNOLIA NOBILE;003;BODY CREAM SUBLIME;150;101;0;1;1;6;21.04.21;02.05.22;97.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Düfte;ARTI10264529;29003;9999;NOTE DI COLONIA;003;III EDC;150;101;0;1;1;4;23.02.21;03.08.23;529;0;9;0.75;0;2;1;1;1;0;0;0;0;1;2;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10264536;29001;9999;NOTE DI COLONIA;001;I EDC;150;101;6;1;1;2;30.04.21;10.03.23;529;0;3;0.25;24;0;0;0;1;0;0;0;0;0;0;1;1
Acqua di Parma;Duft Damen;Düfte;ARTI10264757;29005;9999;NOTE DI COLONIA;004;IV EDC;150;101;5;1;1;2;10.09.21;10.03.23;529;0;5;0.416666667;12;0;0;0;0;0;0;0;0;2;0;2;1
Acqua di Parma;Duft Damen;Düfte;ARTI10266157;49001;9999;ROSA NOBILE;001;EDP VAPO;50;101;1;1;1;4;13.04.21;29.08.23;167.9;0;19;1.583333333;0.631578947;3;2;1;2;2;1;0;0;4;2;1;1
Acqua di Parma;Duft Damen;Düfte;ARTI10266571;40001;9999;PEONIA;001;EDP;50;101;0;1;1;4;25.03.21;17.08.23;167.9;0;21;1.75;0;3;3;0;5;1;3;0;0;2;0;0;4
Acqua di Parma;Duft Damen;Düfte;ARTI10297591;ADP081322;9999;SIG. OUD E SPICE EDP 180ml;FARBLOS;FARBLOS;180;101;0;0;0;3;30.07.21;30.07.21;319.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Düfte;ARTI10305399;ADP081320;9999;Signature Oud&Spice EdP;FARBLOS;FARBLOS;20;101;0;1;0;3;17.09.21;29.08.23;99.9;0;13;1.083333333;0;3;1;0;1;2;0;3;0;1;1;0;1
Acqua di Parma;Duft Damen;Düfte;ARTI10305400;ADP081321;9999;Signature Oud&Spice EdP;FARBLOS;FARBLOS;100;101;5;1;0;3;17.09.21;17.07.23;249.9;0;17;1.416666667;3.529411765;1;1;1;1;2;1;3;1;3;1;0;2
Acqua di Parma;Duft Damen;Düfte;ARTI10305401;081322;9999;Signature Oud&Spice EdP;FARBLOS;FARBLOS;180;101;3;1;0;2;17.09.21;25.07.23;319.9;0;2;0.166666667;18;0;0;0;0;0;0;0;0;1;0;1;0
Acqua di Parma;Duft Damen;Düfte;ARTI10305403;081121;9999;Signature Lilly of the Valley EdP;FARBLOS;FARBLOS;100;101;0;1;0;3;17.09.21;17.09.21;249.9;0;4;0.333333333;0;3;0;0;0;0;0;0;0;1;0;0;0
Acqua di Parma;Duft Damen;Düfte;ARTI10305404;ADP081122;9999;Signature Lilly of the Valley EdP;FARBLOS;FARBLOS;180;101;14;1;0;0;17.09.21;10.03.23;319.9;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Düfte;ARTI10308406;ADP025077;9999;Holiday 2021 Colonia Gift Set;FARBLOS;FARBLOS;SET;101;0;1;0;0;30.09.21;10.12.21;82.5;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
Acqua di Parma;Duft Damen;Düfte;ARTI10308409;ADP028026;9999;Holiday 2021 C. Futura Discovery Gift Set;FARBLOS;FARBLOS;SET;101;0;1;0;0;06.10.21;06.10.21;82.5;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0
